code_system,code,display,resource_count,value_type,observed_units
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229361,Absolute Count - Basos,67,valueQuantity,K/uL [K/uL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229369,Acuity Workload Question 1,355,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229370,Acuity Workload Question 2,355,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229371,Bladder Scan Estimate,22,valueQuantity,mL [mL]
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229381,Orientation,2410,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229383,Extraocular Movements,166,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229384,Tongue,207,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229385,Shoulder Shrug,134,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229386,Cerebellar - Finger -> Nose,59,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229387,Cerebellar - Heel -> Shin,39,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229416,Disposition,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229434,Unable to obtain,1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229448,See eMAR for meds,1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229452,Exam-Neuro,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229454,Exam-Ext/MSK,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229464,Discussed on Rounds,1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229475,Indwelling Port (PortaCath) Power Port,1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229476,PICC Line Power PICC,78,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229535,Line Type,149,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229536,Dialysis Catheter Type,2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229537,Pheresis Catheter Type,54,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229538,PICC - Heparin Dependent,20,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229592,Exam-GU,1,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229600,CAUTI Info Given,27,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229604,Therapeutic Bed,215,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229633,Basic Mobility (AM-PAC),2,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229636,Test Performed (AM-PAC),2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229638,Discharge Recommendations (AM-PAC),2,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229681,Indwelling Urinary Catheter Care,4,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229685,Vaulables Checklist,1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229687,Pain Assessment Method,21,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229689,CPOT-Pain Assessment Method,13,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229691,CPOT-Muscle Tension (CPOTb),5,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229692,CPOT-Muscle Tension (CPOTa),1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229694,CPOT-Vocalization (CPOTa),1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229695,CPOT-Vocalization (CPOTb),5,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229696,CPOT-Body Movements (CPOTb),5,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229697,CPOT-Body Movements (CPOTa),1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229698,CPOT-Facial Expression (CPOTb),5,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229699,CPOT-Facial Expression (CPOTa),1,valueQuantity,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229703,CPOT-Pain Management,6,valueString,
http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229858,Therapeutic Bed,7,valueString,
